product_id,category,brand,cost_price,selling_price,inventory,competitor_price,previous_sales,customer_rating,discount,seasonality,promotion,day_of_week,demand
21,Home,BrandA,26985,25051,153,25620,10,2.94,7.92,1,1,6,55
30,Electronics,BrandD,10738,31681,120,16952,87,3.38,12.83,0,1,0,55
33,Home,BrandD,39475,9067,218,41704,52,3.6,21.99,1,0,3,193
28,Fashion,BrandA,1640,5985,298,41281,49,2.67,10.09,0,1,4,248
47,Beauty,BrandE,25342,44364,257,35536,11,3.95,9.86,0,1,3,38
33,Sports,BrandD,26921,38405,147,6453,66,3.99,8.55,0,0,4,45
5,Electronics,BrandD,2208,17453,254,40705,58,4.35,14.35,0,0,0,116
48,Sports,BrandE,4130,51670,29,14875,90,2.57,5.42,1,0,3,53
19,Fashion,BrandD,20095,19185,281,56868,36,3.85,14.57,0,1,0,123
4,Sports,BrandD,10985,13677,74,6891,33,2.63,21.13,0,0,4,46
35,Electronics,BrandD,28808,20574,117,18598,47,4.25,0.89,1,0,1,60
49,Fashion,BrandB,45289,51631,116,19682,13,2.64,0.29,1,1,6,19
17,Sports,BrandE,26586,8374,95,15322,40,4.78,2.25,1,0,3,77
44,Beauty,BrandD,17359,51216,22,1701,89,4.26,16.07,0,1,0,80
28,Fashion,BrandE,8184,57146,153,50885,68,3.77,25.63,1,1,5,105
30,Fashion,BrandC,26052,29738,231,48345,42,3.6,0.15,0,0,3,67
29,Beauty,BrandC,1707,30015,218,43700,19,2.83,28.1,0,1,3,76
46,Home,BrandD,46599,4376,155,23983,82,3.23,3.19,1,0,3,205
6,Electronics,BrandE,2460,3126,196,58317,94,4.67,25.26,1,0,2,631
35,Home,BrandE,1057,58116,44,22135,19,4.76,14.49,1,0,0,46
41,Sports,BrandE,30189,25173,246,27923,58,2.5,19.78,0,1,0,60
37,Beauty,BrandB,49151,3662,142,59823,23,3.99,15.32,0,0,3,509
24,Home,BrandC,14393,30643,184,37944,54,4.3,14.31,0,1,1,87
29,Fashion,BrandE,32772,1559,204,30724,80,4.05,25.05,0,1,3,667
49,Sports,BrandE,1382,45516,207,50330,65,2.7,22.68,0,1,2,84
46,Sports,BrandB,38029,4838,65,31434,12,3.04,14.5,0,0,4,213
31,Home,BrandB,39135,35892,196,1215,24,3.13,3.35,1,1,2,42
35,Home,BrandE,30035,26340,9,45946,34,4.58,3.46,0,1,1,98
33,Beauty,BrandA,13369,11109,241,1891,53,3.66,24.05,1,0,3,61
21,Electronics,BrandE,7666,4717,185,32964,8,3.72,15.88,1,0,0,236
32,Home,BrandE,13482,11151,41,44328,18,4.84,14.45,1,1,6,162
23,Home,BrandB,41197,29027,60,46916,57,4.09,20.42,1,1,5,121
33,Fashion,BrandB,38615,10978,241,6997,5,4.75,25.77,1,0,3,73
3,Sports,BrandE,7769,25644,201,59455,26,3.64,18.87,0,1,1,110
18,Electronics,BrandE,28564,44464,77,28556,30,2.87,22.89,0,1,0,71
25,Fashion,BrandE,14027,58194,63,50123,54,4.82,22.96,0,1,2,77
42,Beauty,BrandB,2954,1834,244,9034,13,3.65,10.69,0,1,4,164
31,Beauty,BrandE,21378,30831,6,24862,83,2.95,8.22,1,0,4,79
3,Home,BrandE,13491,55018,192,6708,29,3.26,24.03,1,1,6,56
40,Home,BrandD,3308,38587,34,8687,3,2.63,11.32,1,0,3,29
46,Beauty,BrandA,39910,39162,271,31666,90,3.67,27.1,0,1,2,98
24,Home,BrandC,37093,23220,112,4032,58,4.63,2.09,0,0,6,33
50,Electronics,BrandA,36804,22569,94,1487,76,4.83,1.75,0,1,5,57
32,Home,BrandD,30886,37632,209,39690,2,4.83,27.81,0,0,5,51
47,Sports,BrandC,48577,52198,224,10573,75,2.81,19.45,1,1,6,61
22,Home,BrandE,4302,5739,98,17706,28,3.46,11.39,1,0,1,130
23,Fashion,BrandD,29253,21981,107,20925,82,2.57,22.65,0,1,4,93
2,Electronics,BrandE,21583,48099,227,37144,77,4.64,20.17,0,1,2,96
27,Fashion,BrandB,18854,11142,190,36040,86,3.4,15.94,1,0,3,142
42,Fashion,BrandD,22690,8952,188,40383,76,4.08,2.97,1,0,0,182
2,Sports,BrandB,6642,54893,166,5733,2,4.29,24.37,1,0,3,28
26,Electronics,BrandD,28898,28286,251,8488,7,3.57,25.98,1,0,3,51
17,Electronics,BrandD,42362,53753,35,16389,26,3.27,5.17,0,0,2,16
40,Electronics,BrandB,33632,51189,56,44920,90,4.91,25.52,1,1,4,110
33,Electronics,BrandC,20003,18268,80,22298,88,4.91,26.34,1,0,2,117
9,Electronics,BrandA,48956,21510,282,38180,76,3.22,16.48,1,0,0,101
43,Sports,BrandE,35131,2251,44,30403,16,3.7,19.69,1,1,6,462
48,Home,BrandD,16999,13325,105,766,23,4.93,11.47,0,0,2,25
39,Fashion,BrandE,40352,35097,115,49323,40,2.51,8.45,0,0,1,46
29,Electronics,BrandB,8516,59371,253,45946,60,3.53,21.66,0,0,3,49
42,Home,BrandE,2884,51378,195,8233,73,2.75,25.86,0,1,4,62
26,Home,BrandB,15572,26949,186,15803,32,3.77,19.62,0,0,5,43
35,Fashion,BrandE,37203,2061,213,5316,15,2.56,15.35,0,1,0,87
50,Sports,BrandA,46395,26849,26,46745,13,3.52,4.77,1,1,5,92
25,Beauty,BrandA,14982,5070,170,50992,5,3.05,1.6,1,0,3,315
24,Beauty,BrandA,41010,5983,103,39198,75,3.83,13.37,1,1,2,263
13,Home,BrandA,49433,8310,212,44192,74,4.99,1.48,1,0,5,225
7,Fashion,BrandA,22326,44026,12,12472,52,4.5,17.08,0,0,1,57
36,Beauty,BrandA,2990,15624,194,24549,77,4.61,11.48,1,0,2,101
45,Home,BrandB,46592,48307,179,49736,41,4.09,22.72,0,0,3,62
20,Sports,BrandD,26018,45417,277,59231,53,2.6,9.17,1,0,5,78
1,Beauty,BrandE,24545,11326,21,54323,50,3.02,17.79,1,1,6,200
8,Home,BrandA,27410,35461,94,13640,15,4.81,16.13,1,1,0,63
46,Home,BrandB,25066,1569,145,53191,7,3.42,0.14,0,1,5,1023
16,Electronics,BrandB,34405,32252,149,17632,40,2.76,2.17,1,1,6,55
14,Sports,BrandB,27603,1714,170,30469,28,4.26,8.71,0,0,6,551
12,Electronics,BrandD,36688,10803,82,57527,32,3.25,26.47,0,0,5,191
23,Fashion,BrandE,6345,17686,266,25348,99,3.17,4.41,1,1,4,120
15,Electronics,BrandD,21662,45481,167,48111,15,4.99,21.33,0,0,5,60
28,Electronics,BrandC,37174,31171,18,33666,85,4.65,29.2,0,1,3,101
34,Beauty,BrandB,19837,34158,243,28477,70,3.52,23.72,1,1,6,87
2,Home,BrandC,22813,25769,76,59825,65,4.95,7.29,1,1,0,144
32,Sports,BrandA,27443,17573,147,33267,4,4.13,27.25,1,1,3,107
23,Electronics,BrandA,12913,23948,287,50423,11,4.36,2.79,1,0,1,84
22,Sports,BrandD,776,24324,273,17874,26,2.58,14.04,1,0,2,42
25,Electronics,BrandE,18111,44216,245,43298,61,2.8,26.63,1,1,5,96
22,Fashion,BrandC,39605,29761,249,59875,37,4.08,19.24,0,1,4,100
22,Electronics,BrandE,12444,24870,167,59899,23,4.75,12.41,1,1,0,125
49,Beauty,BrandD,16406,8724,64,14498,93,4.06,8.78,1,1,4,117
42,Home,BrandA,21036,17378,10,18258,85,2.84,11.25,0,1,4,76
6,Fashion,BrandE,28310,38956,201,44937,91,2.79,15.27,1,0,4,85
15,Electronics,BrandE,12806,21111,62,878,40,4.61,9.57,0,1,5,43
43,Sports,BrandA,11003,44503,221,52096,77,2.85,29.07,1,1,0,107
37,Fashion,BrandC,19725,19996,30,21170,23,3.8,27.99,1,0,0,77
33,Fashion,BrandA,37476,26993,9,17818,16,2.59,26.12,0,0,6,9
8,Electronics,BrandE,12090,27872,24,23316,94,2.7,12.65,1,0,4,73
44,Fashion,BrandC,11386,21828,202,1498,61,4.18,20.74,0,0,6,46
44,Sports,BrandC,13366,18957,63,8301,68,4.22,27.08,1,0,6,91
5,Fashion,BrandA,1588,13555,246,26063,80,3.35,25.51,1,0,2,112
39,Sports,BrandE,3863,20342,150,3495,31,3.04,12.43,0,0,5,25
4,Electronics,BrandD,33292,36285,277,32626,53,4.53,3.37,1,0,5,82
6,Home,BrandE,10264,58488,253,45964,25,3.04,2.27,1,0,3,30
45,Fashion,BrandB,21120,20725,18,38056,44,3.86,17.31,0,1,6,105
32,Home,BrandD,43227,5158,17,7997,12,4.92,19.28,1,0,5,80
30,Sports,BrandC,13435,6007,48,3784,90,2.87,25.5,0,1,4,81
47,Fashion,BrandD,8568,42401,23,31029,97,4.85,8.78,1,1,1,97
35,Beauty,BrandC,7795,19125,67,11810,92,2.96,5.02,0,1,4,64
40,Home,BrandC,41660,50531,243,1431,9,3.92,11.37,1,1,0,59
16,Fashion,BrandD,11890,44127,104,1829,12,3.44,10.61,0,1,5,31
13,Home,BrandC,41716,28973,167,28722,69,4.91,3.97,0,1,5,94
50,Fashion,BrandC,20631,39206,126,2305,54,3.18,20.17,1,1,3,64
42,Electronics,BrandB,29718,6368,48,12670,54,3.5,15.26,1,1,6,103
30,Home,BrandE,10933,26634,149,44405,28,4.96,21.63,0,0,1,93
19,Beauty,BrandE,15538,47895,54,44830,56,3.84,10.58,1,1,5,93
17,Beauty,BrandB,28682,8397,69,29965,99,3.76,9.77,0,1,3,165
19,Sports,BrandD,12028,25117,292,33030,69,3.14,14.18,1,1,3,107
28,Fashion,BrandA,21781,17146,168,3633,98,4.25,26.32,1,1,1,103
26,Home,BrandA,49011,41297,145,15887,98,2.54,1.21,0,0,4,62
37,Sports,BrandA,9105,11451,132,26491,77,2.62,24.14,0,1,4,123
26,Home,BrandB,35282,46918,243,25600,58,4.0,11.07,1,0,4,55
23,Fashion,BrandB,1881,8052,191,5774,78,3.35,25.64,1,0,2,81
9,Beauty,BrandC,1598,14216,212,47505,75,4.88,24.07,1,1,6,196
12,Electronics,BrandA,20310,23999,224,27126,42,4.76,10.46,1,1,6,77
1,Beauty,BrandD,24822,32657,194,40567,38,4.28,20.82,1,0,4,69
1,Sports,BrandD,42369,29627,288,51342,68,4.55,4.79,0,1,1,106
47,Electronics,BrandA,33455,41794,241,1593,53,4.17,26.89,1,1,2,68
34,Sports,BrandA,45216,37112,198,34858,33,2.81,12.13,1,0,6,55
32,Fashion,BrandA,10707,54822,291,20473,71,4.41,13.67,0,0,4,67
48,Electronics,BrandB,22293,30193,263,4939,56,3.03,21.17,0,1,2,49
25,Sports,BrandB,2592,27411,250,21563,72,3.31,24.63,0,1,1,69
40,Fashion,BrandB,28720,8703,140,52115,51,4.55,7.09,1,1,4,253
45,Beauty,BrandE,19014,32407,284,4132,74,3.84,19.84,0,0,0,46
1,Fashion,BrandD,38510,3978,275,35839,43,4.65,11.76,0,1,5,310
16,Home,BrandD,9049,7996,175,54164,15,3.03,11.06,0,0,1,222
39,Fashion,BrandC,22531,26098,163,2215,38,4.02,20.7,0,0,3,35
5,Fashion,BrandB,5685,36542,205,32370,15,2.71,11.62,1,1,3,56
22,Home,BrandE,15771,13961,49,49374,5,4.11,10.38,1,0,1,133
29,Sports,BrandE,6276,11873,268,39794,93,4.41,25.08,1,1,3,198
3,Sports,BrandD,12949,31149,75,15305,83,3.96,3.04,0,1,6,66
12,Fashion,BrandB,24797,41780,107,56940,54,3.17,20.28,0,0,1,89
26,Home,BrandC,41091,57404,129,6286,51,2.58,7.46,0,1,0,18
16,Home,BrandB,16217,2337,290,36385,10,2.8,0.46,0,0,1,470
37,Beauty,BrandA,40623,32481,234,55583,12,4.06,5.0,0,0,4,57
22,Sports,BrandB,39733,14352,150,57538,4,4.84,18.2,0,1,4,168
29,Electronics,BrandA,46005,5803,201,49369,95,3.02,21.27,1,1,2,332
14,Sports,BrandA,46592,26200,225,31886,18,4.34,0.63,1,1,3,66
28,Sports,BrandC,10850,50496,64,27628,80,4.67,1.09,0,1,5,78
5,Beauty,BrandD,31122,35500,102,33428,36,3.8,27.08,1,0,3,84
47,Electronics,BrandB,35823,36229,175,18251,25,4.17,2.2,0,0,6,37
49,Beauty,BrandA,3451,48663,177,58154,87,4.54,26.83,0,0,1,95
30,Electronics,BrandB,18122,19152,155,22193,76,3.15,6.84,1,1,5,88
46,Fashion,BrandD,5227,50093,126,21411,98,3.24,22.2,0,0,5,71
5,Electronics,BrandD,38954,31874,112,55662,36,2.5,9.29,1,0,3,76
12,Beauty,BrandE,36969,36136,8,20739,67,4.91,25.76,0,1,5,95
16,Sports,BrandD,36048,48106,97,37261,9,4.79,21.01,0,1,5,48
26,Electronics,BrandC,24282,16654,10,10647,61,4.41,12.05,1,1,4,86
26,Electronics,BrandA,28954,17886,292,33035,53,2.7,2.29,0,0,0,70
48,Home,BrandE,2868,54911,110,16559,18,3.62,21.98,0,1,1,39
21,Sports,BrandC,16092,13056,150,23822,43,2.75,18.51,0,0,3,75
39,Fashion,BrandB,22673,33663,275,2277,35,2.54,0.09,1,0,4,16
36,Beauty,BrandA,33704,2887,100,42956,63,4.04,0.28,0,0,6,448
33,Fashion,BrandD,36096,12407,233,29050,98,4.9,24.26,0,0,6,137
30,Sports,BrandA,34824,35798,206,52072,78,4.76,7.78,0,0,2,86
37,Electronics,BrandB,46632,27635,216,42632,4,4.24,19.08,1,1,5,94
23,Electronics,BrandE,24364,21925,10,34498,93,2.74,13.63,1,0,5,95
10,Sports,BrandE,48329,4306,116,32598,41,3.19,25.9,1,1,3,282
5,Electronics,BrandE,31250,58320,110,16581,45,3.3,27.51,1,0,0,70
36,Electronics,BrandD,11076,33528,143,11485,50,4.41,29.9,1,0,0,80
34,Electronics,BrandC,17066,27189,100,7391,79,4.51,4.61,0,1,3,73
31,Beauty,BrandC,7690,15087,218,53844,28,3.46,25.89,1,0,3,144
10,Beauty,BrandA,23571,4627,295,17997,42,3.54,7.98,1,0,4,155
19,Home,BrandD,38833,6996,26,7058,80,2.61,17.72,0,1,6,81
32,Fashion,BrandE,15869,31144,197,52033,76,3.22,15.17,1,1,3,113
1,Sports,BrandE,24535,47090,154,20281,69,3.63,0.54,0,0,6,47
5,Sports,BrandB,2089,47593,251,55892,98,2.79,27.98,1,0,2,99
45,Sports,BrandB,25735,3291,271,2162,1,3.63,2.35,0,0,6,33
4,Home,BrandE,659,58610,255,16211,39,4.63,20.65,0,1,4,60
16,Beauty,BrandE,12645,45595,7,11270,96,3.95,23.55,1,0,5,86
24,Home,BrandD,15873,49216,80,49365,90,2.7,23.86,1,1,5,115
16,Sports,BrandC,32421,26847,91,45114,17,2.98,4.06,0,1,6,75
2,Fashion,BrandB,39823,39589,274,16174,91,3.69,13.43,0,0,5,52
49,Electronics,BrandC,16737,1900,229,7737,88,3.4,24.88,0,1,5,194
28,Beauty,BrandD,42471,16421,22,28829,35,3.4,9.08,0,0,1,80
32,Beauty,BrandE,8744,19938,117,42967,46,3.82,14.03,0,0,2,104
27,Home,BrandC,15243,11787,255,54846,42,3.96,8.18,0,1,4,170
20,Beauty,BrandE,32066,31516,237,14086,39,4.49,13.91,0,1,4,55
24,Sports,BrandE,46601,24108,283,59233,90,3.35,26.64,1,1,5,162
12,Sports,BrandA,46609,59280,206,55160,49,4.51,13.65,0,1,0,73
50,Home,BrandC,19191,40440,87,6921,62,3.35,16.68,1,1,4,63
35,Sports,BrandC,34496,836,129,24174,38,2.64,12.12,1,1,2,920
33,Fashion,BrandE,6090,18113,179,41237,23,3.89,13.8,0,0,3,90
33,Home,BrandD,6085,48814,73,50539,22,3.97,0.46,0,0,2,37
43,Fashion,BrandA,9727,19678,51,47824,4,4.84,8.51,1,0,5,93
37,Electronics,BrandE,28778,57058,260,21745,49,4.32,13.1,0,1,5,63
12,Fashion,BrandB,39314,1361,219,26483,59,4.79,19.01,0,1,1,635
3,Electronics,BrandB,12737,35940,34,51746,73,4.77,13.5,1,1,6,115
1,Electronics,BrandA,16149,27953,285,40857,68,4.01,10.13,1,0,4,97
33,Fashion,BrandD,38213,27584,241,5622,71,3.82,11.64,1,0,6,68
40,Home,BrandE,8427,33554,252,47107,87,3.89,7.27,0,1,6,106
10,Sports,BrandC,45909,11404,29,23406,2,4.95,27.73,0,1,4,101
43,Sports,BrandA,49266,39687,78,43471,49,4.43,15.65,1,1,4,104
44,Electronics,BrandD,46654,25227,210,53035,88,2.77,0.4,0,1,5,105
29,Electronics,BrandC,7516,17022,98,33179,95,4.45,0.58,1,0,4,107
13,Home,BrandB,14527,48217,131,53649,31,2.93,29.19,0,0,0,63
12,Beauty,BrandB,49188,7668,29,5878,40,3.62,6.64,1,0,0,67
31,Fashion,BrandC,24642,28218,120,30722,48,3.03,24.17,0,1,3,81
46,Electronics,BrandA,47020,52625,52,15940,51,4.22,1.75,1,0,4,47
2,Sports,BrandB,24045,47064,230,26920,43,4.69,27.63,0,1,1,91
50,Home,BrandE,32397,28586,270,37436,98,3.23,26.23,0,1,3,101
35,Fashion,BrandC,3667,2400,103,3416,55,2.71,17.13,1,1,5,85
23,Home,BrandC,45257,28946,15,17274,88,3.25,0.27,0,0,4,41
17,Fashion,BrandB,27417,36168,89,46979,49,4.18,7.73,0,0,0,74
26,Fashion,BrandA,23236,23899,218,18419,90,3.32,12.2,1,1,1,93
8,Electronics,BrandE,28490,45289,177,8881,80,3.2,13.8,0,0,3,61
29,Home,BrandA,14587,32815,213,46463,57,2.96,8.93,0,1,1,83
26,Home,BrandD,22940,51499,68,44766,77,3.74,0.99,0,1,4,70
10,Sports,BrandD,35705,55890,262,50230,15,3.19,17.7,1,1,2,65
26,Sports,BrandB,15775,55016,125,20913,27,4.33,15.72,1,0,1,52
34,Electronics,BrandB,5776,6220,58,7080,68,2.69,8.49,1,0,1,60
41,Electronics,BrandB,42127,44978,276,1315,80,4.16,1.14,1,1,5,85
7,Beauty,BrandD,41086,37155,245,52182,64,3.09,29.84,1,0,0,104
4,Sports,BrandA,37996,50448,247,51606,94,3.72,14.46,0,0,4,86
50,Fashion,BrandA,19508,21629,22,1163,30,3.22,22.68,0,0,1,34
45,Home,BrandB,6238,58528,191,32673,36,4.31,13.57,1,0,4,64
11,Electronics,BrandE,32902,42305,148,9858,67,4.86,1.3,0,1,0,58
29,Home,BrandA,6293,15655,266,21351,86,4.79,9.29,0,0,5,90
36,Home,BrandD,37791,44749,243,3858,86,3.96,9.6,0,1,4,67
25,Beauty,BrandC,6071,14617,80,20708,49,3.66,25.15,0,1,6,99
21,Sports,BrandC,31831,5457,192,46902,76,4.55,19.63,1,0,0,318
36,Electronics,BrandC,16709,13745,250,5638,55,4.21,8.26,1,1,0,81
10,Home,BrandE,48514,54236,134,38885,85,2.96,29.03,0,1,3,91
37,Electronics,BrandB,25894,42380,287,23088,56,4.55,9.65,0,0,5,62
9,Fashion,BrandD,43648,5433,83,9581,68,3.57,29.95,1,1,5,139
24,Beauty,BrandE,26182,31654,76,6303,95,2.97,29.88,0,1,6,79
35,Fashion,BrandD,2724,31835,267,35680,44,3.2,5.74,0,0,4,56
49,Electronics,BrandD,41657,7781,195,23204,31,3.17,9.38,0,0,2,113
35,Electronics,BrandB,49195,42158,67,55670,58,3.8,14.58,1,0,6,82
48,Sports,BrandC,44952,24201,16,17466,87,3.09,19.92,1,0,3,82
36,Home,BrandB,43908,21813,145,52108,53,2.81,15.84,0,0,5,102
18,Home,BrandE,32941,35141,258,29086,84,2.81,29.08,0,1,0,83
49,Fashion,BrandE,41930,47786,47,12395,79,3.96,21.72,0,1,5,93
39,Beauty,BrandE,39629,25390,21,18496,23,4.34,6.36,0,0,6,31
32,Home,BrandB,35216,44639,67,43243,28,3.3,3.15,0,0,2,30
24,Sports,BrandD,45359,30045,257,15259,16,2.59,20.65,0,1,1,52
23,Fashion,BrandD,27086,59780,296,39614,37,2.82,4.75,1,0,1,49
32,Fashion,BrandA,45260,47013,12,33839,21,4.79,23.63,1,0,5,60
37,Sports,BrandE,23978,45271,94,55658,79,3.73,9.33,0,1,5,97
12,Beauty,BrandD,6818,57030,212,39033,17,3.63,9.81,1,1,3,69
49,Sports,BrandA,29194,27529,296,9502,37,2.6,0.32,0,1,5,30
13,Beauty,BrandD,20680,35762,288,9007,77,4.32,21.03,0,0,2,84
23,Sports,BrandE,12680,4330,122,40905,19,3.82,3.4,1,1,5,303
25,Sports,BrandC,33502,48561,179,33914,30,3.01,23.19,1,0,4,63
35,Electronics,BrandE,15872,32570,80,34859,45,2.78,14.76,0,1,6,78
41,Fashion,BrandB,30296,49998,105,12216,18,3.46,23.53,0,0,2,39
30,Sports,BrandD,24927,47921,155,51192,78,4.59,17.52,1,0,3,96
17,Sports,BrandD,33790,45642,274,29786,62,4.66,2.47,1,0,4,64
49,Home,BrandB,28599,4153,75,48922,36,4.01,22.97,0,1,4,406
20,Fashion,BrandB,45986,37975,184,31180,84,4.32,2.09,0,1,6,87
48,Home,BrandC,10321,55635,128,52791,52,2.79,14.36,0,1,1,72
25,Fashion,BrandD,6332,57603,297,45359,19,3.97,5.17,1,0,2,56
22,Home,BrandD,13320,44070,289,48466,44,4.17,22.57,0,1,6,78
13,Sports,BrandC,16711,39096,199,39437,7,3.0,27.35,1,1,4,69
19,Sports,BrandA,40390,9028,232,9965,44,4.7,16.62,0,0,3,66
49,Electronics,BrandC,6342,16234,279,49329,68,2.99,15.81,1,0,6,135
36,Home,BrandE,1816,20444,110,54665,34,3.28,22.92,1,1,1,140
12,Beauty,BrandD,46468,20089,25,53421,66,4.05,0.15,1,1,4,135
41,Electronics,BrandB,18008,37020,68,6154,69,4.1,27.53,1,1,6,104
19,Home,BrandE,22505,49870,169,36618,55,4.25,5.92,0,0,2,57
12,Home,BrandD,15706,35710,31,26881,10,2.78,29.52,1,1,1,65
9,Electronics,BrandC,19471,15365,289,16086,96,4.62,22.09,1,0,2,110
7,Sports,BrandE,26099,56170,152,39882,42,3.83,23.23,1,0,2,64
28,Home,BrandD,22556,38565,285,38125,41,3.68,19.69,0,1,2,75
14,Sports,BrandA,1878,9340,168,56799,77,4.95,14.15,0,1,6,259
31,Electronics,BrandA,2019,35416,228,43954,69,4.35,17.15,0,0,1,88
19,Sports,BrandB,22661,26221,276,25027,10,2.8,1.39,0,0,6,20
47,Fashion,BrandD,41203,30749,150,53514,10,4.39,18.72,0,1,6,81
16,Beauty,BrandA,39361,6318,34,54334,91,2.74,18.78,0,1,6,314
5,Home,BrandC,5855,37704,49,21881,60,2.57,26.74,1,1,4,79
35,Beauty,BrandD,9583,56753,279,48362,51,3.51,15.17,1,0,5,78
12,Sports,BrandC,38842,2620,38,22152,21,4.98,2.31,1,0,0,274
25,Home,BrandC,20956,44637,145,38948,8,2.94,9.19,0,1,4,40
21,Sports,BrandA,13824,4888,225,41501,65,4.18,19.67,1,0,1,314
36,Fashion,BrandD,2757,12907,26,34451,92,2.93,7.18,1,0,0,116
23,Electronics,BrandE,27864,938,184,22691,78,4.31,8.42,0,1,0,777
16,Home,BrandA,25472,33672,235,42011,85,3.76,24.61,1,0,0,100
39,Fashion,BrandA,46679,11499,42,10616,30,4.2,17.53,0,1,5,64
45,Fashion,BrandD,27154,6252,74,10843,85,3.01,15.26,1,1,6,120
42,Home,BrandD,15733,29616,120,26555,49,4.36,9.55,0,0,3,60
39,Sports,BrandC,16387,5627,243,16281,9,4.99,21.93,0,0,1,114
14,Fashion,BrandD,29820,28664,152,2607,17,4.16,8.63,0,1,5,36
31,Beauty,BrandC,21308,11864,13,30124,69,3.73,22.11,1,0,5,149
5,Fashion,BrandA,30654,37858,292,24008,58,4.81,2.1,1,1,3,90
35,Sports,BrandB,35273,19771,54,42684,57,2.54,25.94,0,0,0,86
23,Sports,BrandE,28247,54803,9,42205,62,4.32,14.99,0,0,6,72
29,Beauty,BrandA,11360,49109,130,47225,95,4.72,13.16,1,0,3,98
43,Fashion,BrandD,43338,6860,79,37642,52,2.65,18.33,1,1,3,217
11,Sports,BrandE,42656,55240,169,27657,61,3.63,18.73,0,0,5,53
18,Home,BrandB,18656,59392,282,26164,40,3.01,3.96,1,1,1,51
47,Electronics,BrandB,20860,16510,294,49176,38,3.92,22.69,1,1,2,149
12,Electronics,BrandC,18635,5826,81,24349,43,4.12,8.28,1,1,6,172
9,Electronics,BrandE,25851,30709,141,42765,63,3.26,27.15,0,0,3,81
10,Fashion,BrandC,30999,34284,110,27825,19,3.65,24.54,0,1,6,60
44,Beauty,BrandA,47877,46882,99,35458,50,3.2,10.39,1,1,3,73
17,Sports,BrandE,24054,26096,139,6296,33,3.42,24.23,0,0,0,44
38,Home,BrandA,49631,892,72,17074,13,2.9,10.69,1,1,6,611
7,Home,BrandC,20104,51628,151,53850,78,4.71,3.03,1,1,0,95
46,Fashion,BrandE,17423,37113,163,4475,97,2.53,28.86,0,0,5,63
13,Electronics,BrandC,48091,13516,167,28088,62,4.71,19.58,0,1,0,133
40,Fashion,BrandE,9047,39782,193,58964,93,3.93,13.68,0,0,6,108
42,Beauty,BrandC,44783,58294,99,21729,43,3.33,11.93,1,1,4,58
9,Beauty,BrandB,33502,51640,185,19145,49,4.31,9.74,1,1,6,66
50,Sports,BrandC,15062,32830,292,54339,36,3.77,29.44,0,0,3,91
27,Sports,BrandB,7980,40842,191,49174,10,3.75,4.04,0,1,0,47
2,Beauty,BrandC,27172,37168,142,15345,95,2.78,9.44,0,1,1,65
5,Beauty,BrandE,4713,31398,134,31805,6,3.47,14.56,1,1,4,70
29,Beauty,BrandE,10793,11355,198,14368,57,3.1,14.34,1,0,5,85
37,Fashion,BrandE,34941,48597,277,16660,1,2.54,14.14,1,0,2,20
38,Beauty,BrandD,2600,30775,148,12057,71,3.4,5.27,0,0,3,47
19,Home,BrandA,45117,10059,20,37903,58,2.72,4.35,0,0,3,128
8,Electronics,BrandE,28672,37361,249,52496,91,3.14,7.64,1,0,1,100
48,Beauty,BrandB,20632,40279,111,16504,21,2.73,27.44,0,1,2,47
45,Electronics,BrandE,18699,42756,92,50897,92,2.75,3.39,0,0,2,70
1,Fashion,BrandD,37109,52531,133,15326,80,3.0,22.72,0,0,5,54
22,Electronics,BrandB,43465,59891,8,28832,56,5.0,22.73,0,0,5,67
17,Fashion,BrandD,8516,53756,99,8651,87,2.51,24.29,1,1,4,72
7,Home,BrandB,40279,57112,213,7149,20,4.1,26.6,0,1,3,54
25,Fashion,BrandC,37761,33972,229,19765,54,2.85,7.89,1,0,0,48
45,Fashion,BrandA,32381,43281,51,36667,25,4.8,6.74,1,1,5,85
4,Sports,BrandA,17558,15371,185,40236,28,2.73,13.97,0,1,1,118
36,Beauty,BrandD,24972,27748,110,9830,5,4.89,7.95,1,1,1,43
6,Beauty,BrandA,41846,11438,203,24524,21,4.03,22.03,1,1,1,116
31,Home,BrandD,35426,26663,110,42101,18,2.5,19.08,0,0,6,56
19,Home,BrandD,35332,44654,284,52402,47,4.74,26.25,1,0,5,93
44,Beauty,BrandD,36521,7473,264,37693,70,3.8,2.48,1,1,5,223
39,Sports,BrandA,24587,37284,112,32575,57,3.16,27.45,1,1,1,89
27,Beauty,BrandD,13328,30594,23,50448,93,4.42,8.8,1,1,5,129
10,Sports,BrandA,31628,1417,175,6754,19,4.82,14.72,1,1,6,198
26,Home,BrandD,1901,12376,199,34973,97,3.71,13.16,1,0,0,141
19,Electronics,BrandE,20143,5134,16,42521,65,3.29,22.81,1,1,0,307
39,Home,BrandD,15693,50510,199,49217,3,4.47,12.61,1,0,4,47
3,Home,BrandB,27353,38525,287,11532,42,4.2,28.31,0,1,3,59
45,Fashion,BrandD,45364,53860,186,30370,21,4.72,27.08,0,0,0,33
13,Fashion,BrandC,20807,29800,148,49812,99,4.23,26.16,0,1,4,136
50,Fashion,BrandD,37482,5694,186,23552,40,3.11,2.14,1,0,2,165
28,Fashion,BrandB,20111,4934,34,24320,67,4.83,25.63,1,0,3,218
